tanggal,waktu,content,username,content_final,cluster,sentimen_lexicon,sentimen_kmeans
2025-09-22,01:22:48,@txtdrimedia Bener-bener ujian bagi organisasi NU ditengah pengurus-pengurusnya yang menjerumuskan ke perkara-perkara batil. Korupsi dana haji kerja sama Israel urusan sertifikasi halal MUI yg diambil alih bahkan sekarang alat makan haram pun dilegalkan.,,benerbener uji organisasi tengah penguruspengurusnya jerumus perkaraperkara batil korupsi dana haji kerja israel urus sertifikasi halal mui ambil alih alat makan haram legal,1,Netral,Negatif
2025-09-20,16:13:59,@Urrangawak Ya mending stop aja lha gak pemerintah gak dpr kebanyakan makan uang haram makanya otaknya kosong pendukungnya juga sama bodoh semua. Karuan dana mbg buat maksimalin dana bos sertifikasi guru renovasi sekolah yang udah gak layak banyak lha sektor pendidikan yg perlu di benahi.,,mending stop lha perintah dpr banyak makan uang haram otak kosong dukung bodoh karuan dana mbg maksimalin dana bos sertifikasi guru renovasi sekolah udah layak lha sektor didik benah,1,Netral,Negatif
2025-09-20,13:50:04,bahkan hal krusial seperti halal haram bagi pemeluk agama Islam pun dianggap seenteng itu di negri bobrok ini. padahal dari dulu sertifikasi halal indonesia tuh kiblat halalnya negara lain. kayak i really lost hope in this country udah gada hal positif yang bisa dipertahanin.,,krusial halal haram peluk agama islam anggap enteng negri bobrok sertifikasi halal indonesia kiblat halal negara kayak really lost hope this country udah gada positif dipertahanin,1,Netral,Negatif
2025-09-19,23:23:30,@BedilKudil @Giiselje Ya pernyataan PBNU benar: menurut fiqih NU food tray yang terkontaminasi minyak babi bisa disucikan dengan dicuci benar lalu boleh dipakai. Namun untuk sertifikasi halal berdasarkan UU JPH proses produksi yang pakai bahan haram tetap buatnya tidak halal meski sudah,,nyata pbnu fiqih food tray kontaminasi minyak babi suci cuci pakai sertifikasi halal dasar jph proses produksi pakai bahan haram buat halal,1,Negatif,Negatif
2025-09-18,23:25:57,@muamarmusa @LChandayani @AntarticaSnowWW Berarti itu kemasan asli dr korea (termasuk sertifikasi halal dr sono) masuk Indonesia ikuti aturan BPOM (ga ngurus halal/haram) menuliskanperingatan mengandung babi sesuai kewenangan BPOM sih ga keluar ranah ,,kemas asli korea sertifikasi halal sono masuk indonesia ikut atur bpom ngurus halalharam menuliskanperingatan kandung babi sesuai wenang bpom ranah,1,Negatif,Negatif
2025-09-18,04:19:13,Sertifikasi halal-haram bukan di BPOM kan ya? Itu urusannya BPJPH.,,sertifikasi halalharam bpom urus bpjph,1,Netral,Negatif
2025-09-17,18:23:12,Sejak sertifikasi halal di ambil oleh kemenag (ini zaman yaqut toh?) label halal patut dipertanyakan. Bukan 1 kali ini yang haram jadi halal.,,sertifikasi halal ambil kemenag zaman yaqut label halal patut kali haram halal,1,Positif,Negatif
2025-09-16,08:20:25,@ubegebe1 @prabowo @setkabgoid @KemensetnegRI Depag Kemenag Kab. Brebes maksa murid makan MBG tanpa sertifikasi Halal MUI aja udah aneh haram dan illegal https://t.co/yPk6spWo4N,,depag kemenag kab brebes maksa murid makan mbg sertifikasi halal mui udah aneh haram illegal,1,Netral,Negatif
2025-08-30,04:18:14,@islah_bahrawi Strategi 'Sertifikasi Politik Dinasti berlabel Haram Dari MK' yg nerobek konstitusi demi kursi keluarga https://t.co/qfctLQbhxI,,strategi sertifikasi politik dinasti label haram nerobek konstitusi kursi keluarga,1,Negatif,Negatif
2025-08-28,01:18:34,@txtdrimedia Sertifikasi halal dan haram serta fatwa juga diambil alih oleh pemerintah saja pak prabowo,,sertifikasi halal haram fatwa ambil alih perintah prabowo,1,Netral,Negatif
2025-08-27,09:04:24,@eclipsenauu @pingindisayaang @fahrisalam Justru km mempertegas omonganku bener cuman kurang lengkap aja. (Penyalahgunaan label stailes 304 yg gk sesuai sertifikasi halal haram dll) makasih ,,tegas omong bener cuman lengkap penyalahgunaan label stailes sesuai sertifikasi halal haram makasih,1,Netral,Negatif
2025-08-26,04:45:49,Yang menarik dari kasus pemerasan pengurusan sertifikasi K3 yg di lakukan IMANUEL EBENER Cs salah satu pelaku pemerasan adalah merupakan suami dari pegawai @KPK_RI kurang haram jadah apalagi coba? PERIKSA !!! gkgkgk️,,tarik peras urus sertifikasi laku imanuel ebener salah laku peras suami pegawai haram jadah coba periksa gkgkgk,1,Negatif,Negatif
2025-08-24,13:14:03,@Me_LiverpoolFC @YGels @BBCIndonesia Bedakan fatwa dan sertifikasi. Fatwa MUI JATENG itu untuk warga jateng hukumnya haram untuk membantu memfasilitasi bekerja di peternakan babi. Urusan investasi itu lnjut atau tidak ya tergantung regulasi disana. Nah regulasi disna harus dapat persetujuan semua elemen.,,beda fatwa sertifikasi fatwa mui jateng warga jateng hukum haram bantu fasilitas terna babi urus investasi lnjut gantung regulasi sana regulasi disna tuju elemen,1,Negatif,Negatif
2025-08-23,21:23:58,Lagipula harta itu yg halal akan dihisab.. Yg haram akan diazab.. Secukupnya saja mencukupkan dengan yg halal. Halal dalam pandangan Allah bukan sekedar sertifikasi halal. https://t.co/dLEvOy8Gt5,,lagipula harta halal hisab haram azab cukup halal halal pandang allah dar sertifikasi halal,1,Netral,Negatif
2025-08-20,05:50:55,@a39cadf2a91a4f8 @RadioElshinta betul aku setuju. halal itu hukum yang bisa berubah-ubah. misal makanannya jelas2 halal tapi dibelinya pake uang korupsi statusnya berubah jadi haram. begitu juga bikin sertifikasi halal tapi pake nyogok kan jadi haram jg tuh sertifikasinya.,,tuju halal hukum berubahubah makan halal bel pake uang korupsi status ubah haram bikin sertifikasi halal pake nyogok haram sertifikasi,1,Netral,Negatif
2025-08-19,16:31:53,@RadioElshinta Sertifikasi haram lebih cepat terealisasinya dari pada sertifikasi halal. Bisa aja nyari cuannya,,sertifikasi haram cepat real sertifikasi halal nyari cuannya,1,Netral,Negatif
2025-08-19,14:21:49,@KopBam @RadioElshinta Sertifikasi haram cuan sedikit Ingat sertifikasi tidak gratis ada biaya untuk mendapatkan sertifikasi.,,sertifikasi haram cuan sertifikasi gratis biaya sertifikasi,1,Negatif,Negatif
2025-08-19,13:29:56,@RadioElshinta Yang halal mayoritas kenapa nggak sertifikasi haram aja. Cepet kelar,,halal mayoritas sertifikasi haram cepet kelar,1,Netral,Negatif
2025-08-13,00:59:42,@inienjik semester ini itu ada 4 kali tm materi halal haram dan katanya itu langsung bisa jadi sertifikasi pelatihan penyelia halal gitu,,semester kali materi halal haram langsung sertifikasi latih selia halal gitu,1,Netral,Negatif
2025-08-02,07:00:00,Media sosial heboh dengan kue berbentuk toilet dan kotoran manusia. Dalam Islam kue ini tak lolos sertifikasi halal menurut fatwa MUI. https://t.co/XnyEuDmGZP,,media sosial heboh kue bentuk toilet kotor manusia islam kue lolos sertifikasi halal fatwa mui,1,Positif,Negatif
2025-07-26,13:59:49,harusnya juga dr pemerintah ngeluarin sertifikasi haram bukan cuma halal,,perintah ngeluarin sertifikasi haram halal,1,Netral,Negatif
2025-07-16,11:12:26,@puserxavier Apa mukaku juga haram ya? Masa gak pernah cocok kalau pake produk wardah dari facewash sampe ssnya haruskah sertifikasi halal mui dulu,,muka haram cocok pake produk wardah facewash sampe ssnya harus sertifikasi halal mui,1,Netral,Negatif
2025-07-16,09:59:25,Saatnya pelaku usaha jujur bertanggung jawab dan patuh regulasi dengan sertifikasi halal yang sah. Karena halal bukan sekadar tren tapi komitmen moral dan perlindungan umat dari yang syubhat dan haram.,,laku usaha jujur tanggung patuh regulasi sertifikasi halal sah halal tren komitmen moral lindung umat syubhat haram,1,Netral,Negatif
2025-07-15,11:25:47,@YudhArt234 @CS2ASIA @Mdy_Asmara1701 lah pemerintahannya aja suka. untuk ngerayain pelantikan prabs aja ada mereka. apa yang mau diharepin coba? dan ngomong soal halal haram semenjak sertifikasi halal diambil alih pemerintah dari MUI beberapa produk yang ketahuan haram malah dapet sertifikat halal.,,perintah suka ngerayain lantik prabs diharepin coba ngomong halal haram semenjak sertifikasi halal ambil alih perintah mui produk tahu haram dapet sertifikat halal,1,Positif,Negatif
2025-07-12,11:47:30,Saat ini Indonesia lg mengembangkan sertifikasi halal untuk tekstil. Kenapa perlu? Emg ada hijab haram? Jadi yg dimaksud halal disini adalah bahan dan proses pembuatannya Nder. Misalnya untuk proses pembuatan kain ada salah satu proses nya menggunakan sikat yg-,,indonesia kembang sertifikasi halal tekstil emg hijab haram halal bahan proses buat nder proses buat kain salah proses nya sikat,1,Negatif,Negatif
2025-07-12,11:04:36,@BlokirBoris @rudy_notasmoker @tanyakanrl Ya secara prinsip Islam segala sesuatu halal kecuali terbukti haram (Quran 2:173 &amp; Hadits Bukhari). Di negeri Muslim mayoritas seperti Indonesia label haram mungkin lebih efisien daripada sertifikasi halal wajib untuk semua tapi praktiknya BPJPH mewajibkan sertifikasi untuk,,prinsip islam halal bukti haram quran hadits bukhari negeri muslim mayoritas indonesia label haram efisien sertifikasi halal wajib praktik bpjph wajib sertifikasi,1,Positif,Negatif
2025-07-12,03:59:52,@tanyakanrl lagian belum halal bukan berarti haram ya yakali jilbab dibuat dari kain dari kulit binatang haram sertifikasi halal untuk fesyen yaa itu berarti benar benar memakai peralatan mesin dan bahan bahan yang DIJAMIN bebas dari kontaminasi hal yang berpotensi dari najis https://t.co/FnKg0F8UZ7,,halal haram yakali jilbab kain kulit binatang haram sertifikasi halal fesyen yaa pakai alat mesin bahan bahan jamin bebas kontaminasi potensi najis,1,Netral,Negatif
2025-07-12,03:12:04,@tanyakanrl Ga masalahin sertifikasi halal nya karna justru itu yang bagus. Tapi marketingnya jelek bgt. Apalagi bilang satu2nya jadi kyk seolah2 barang lain itu haram.,,masalahin sertifikasi halal nya karna bagus marketingnya jelek bgt bilang satu kyk barang haram,1,Negatif,Negatif
2025-07-12,02:15:28,@tanyakanrl konsepnya kek wardah wardah punya sertifikasi halal kan bukan brrti skincare/make up lain haram dia cmn bikin sertifikasi halal aja buat brand jilbabnya bukan brrti jilbab lain haram atau gk halal,,konsep kek wardah wardah sertifikasi halal brrti skincaremake haram cmn bikin sertifikasi halal brand jilbab brrti jilbab haram halal,1,Netral,Negatif
2025-07-12,00:28:32,@tanyakanrl Jadi keinget ada yang pernah bilang gini di negara dengan umat muslim terbanyak di dunia yang dibutuhkan bukan sertifikasi halal tapi sertifikasi haram jadi selama barang yang dibeli/dipake tidak ada sertifikasi haramnya berarti itu halal.,,keinget bilang gin negara umat muslim dunia butuh sertifikasi halal sertifikasi haram barang dibelidipake sertifikasi haram halal,1,Netral,Negatif
2025-07-10,02:49:54,@AyaniMel Maaf bos MUI lagi sibuk ngurus sertifikasi HARAM sertifikasi HARAM ada nilainya.,,maaf bos mui sibuk ngurus sertifikasi haram sertifikasi haram nilai,1,Negatif,Negatif
2025-07-10,02:41:30,@_aji_satrio_ @bobby_risakotta @MUIPusat Ntar lagi MUI keluarkan sertfikasi HARAM utk sertifikasi HARAM ada nilainya. Maaf MUI jgn diganggu dulu. https://t.co/OLHxXkH0yn,,ntar mui keluar sertfikasi haram sertifikasi haram nilai maaf mui jgn ganggu,1,Negatif,Negatif
2025-07-06,16:33:38,@bnsphrxyzzz Sertifikasi adalah koenjie biar ada label halal soalnya byk ustad satuts gak jelas /haram Cuma nanya ke MUI sama sprti nanya ma Babi lah @MUIPusat,,sertifikasi koenjie biar label halal byk ustad satuts haram nanya mui sprti nanya babi,1,Negatif,Negatif
2025-06-30,16:23:07,masalah intoleran di sukabumi tidak bisa dibiarkan @MUIPusat harus bertindak! jangan hanya memberi label halal dan haram saja tapi didiklah umat sertifikasi para penceramah kalau gak sanggup bubarkan saja!. penistaan terhadap islam adalah orang islam itu sendiri,,intoleran sukabumi biar tindak label halal haram didik umat sertifikasi ceramah sanggup bubar nista islam orang islam,1,Netral,Negatif
2025-06-29,10:31:04,@Nicho_Silalahi @prabowo @bahlillahadalia Otw komisaris / ketua lembaga sertifikasi haram ya bang wkwkwkwkwkwk,,otw komisaris ketua lembaga sertifikasi haram bang wkwkwkwkwkwk,1,Negatif,Negatif
2025-06-23,11:34:18,Oh. Kayak ada influencer yang halal / haram ngomongin duit gitu dan mesti lolos sertifikasi gitu kan,,kayak influencer halal haram ngomongin duit gitu mesti lolos sertifikasi gitu,1,Netral,Negatif
2025-06-21,02:43:37,@03devianna Wkwkwk ini sering banget nawarin via wa ga da duitnya sertifikasi halal utk segala barang cuan banget tu mereka Lha pernah mikir ga tu duit yg kalean dapat ga bener?Haram juga ga sih jadinya #mikir,,wkwkwk banget nawarin duit sertifikasi halal barang cuan banget lha mikir duit kalean benerharam,1,Netral,Negatif
2025-06-19,12:40:34,Mengapa Harus Sertifikasi Halal Bukan Sertifikasi Haram? https://t.co/omXK4xJkGx Moga bermanfaat Pak. Mohon maaf.,,sertifikasi halal sertifikasi haram moga manfaat mohon maaf,1,Netral,Negatif
2025-06-17,15:11:53,@Hantaesfan @selfolssi @heeansung @srnghoon Gak ada yang haram dik kalau kamj sertifikasi kontennya ke MUI,,haram dik kamj sertifikasi konten mui,1,Negatif,Negatif
2025-06-11,16:22:24,@rhythemicaal ngga ada sertifikasi halalnya kak kan dia base nya jepang lalu skincare di indo juga ngga diwajibkan melalui sertifikasi halal setauku dia ngga ada kandungan yg haram tapi kalau ga yakin gausah dipakai kak,,sertifikasi halal kak base nya jepang skincare indo wajib sertifikasi halal tau kandung haram gausah pakai kak,1,Positif,Negatif
2025-06-05,00:35:32,Coba saja ulama kita berani memfatwakan dan mengatakan bahwa rokok haram. @MUIPusat mungkin Indonesia bisa segera masuk ke jajaran negara maju karena data menunjukkan kesehatan mental dan fisik kita sangat memprihatinkan. Jangan hanya bicara kita soal sertifikasi dai. ,,coba ulama berani fatwa rokok haram indonesia masuk jajar negara maju data sehat mental fisik prihatin bicara sertifikasi dai,1,Negatif,Negatif
2025-06-04,12:21:17,@ceweimutnanbaik kalo mikir ginian.. tapi mau gimana lagi.. kalo buat org islam kalo makanannya haram ibadahnya gak diterima.. tapi aku juga gak membenarkan temen kamu yg minum alkohol ya karena alkohol juga haram.. kecuali minuman bersoda yg udah dapet sertifikasi MUI,,kalo mikir ginian gimana kalo org islam kalo makan haram ibadah terima benar temen minum alkohol alkohol haram minum soda udah dapet sertifikasi mui,1,Netral,Negatif
2025-05-31,09:13:10,@Fol1eadeux @KenSavitri35075 @LyliDeer183 @MaMasPribumi @Tetamuspesial @PartaiSocmed Ikutan nimbrung bang. Mie gacoan itu gabisa dikasih sertifikasi halal waktu namanya mie setan bukan berarti waktu itu gacoan haram. Karena unsur wine 0% dan mi gacoan itu halal hanya karena penamaannya islam konservatif sebutnya makruh ,,ikut nimbrung bang mie gaco gabisa kasih sertifikasi halal nama mie setan gaco haram unsur wine gaco halal nama islam konservatif makruh,1,Netral,Negatif
2025-05-30,17:03:32,@nrlaullllia3 Saya Grok dibuat oleh xAI. Tentang kosmetik halal berikut info tambahan: Kosmetik halal harus bebas dari bahan haram seperti babi darah dan alkohol yang memabukkan. Sertifikasi dari badan seperti JAKIM memastikan kepatuhan meskipun beberapa ulama berpendapat verifikasi bahan,,grok xai kosmetik halal info tambah kosmetik halal bebas bahan haram babi darah alkohol mabuk sertifikasi badan jakim patuh ulama dapat verifikasi bahan,1,Negatif,Negatif
2025-05-30,17:02:37,@nrlaullllia3 Ada jurnal tentang halal cosmetics dalam Islam. Penelitian seperti artikel di MDPI Halal Cosmetics: A Review on Ingredients Production and Testing Methods membahas bahan haram seperti babi dan alkohol sertifikasi dan metode pengujian seperti HPLC. Studi lain misalnya di,,jurnal halal cosmetics islam teliti artikel mdpi halal cosmetics review ingredients production and testing methods bahas bahan haram babi alkohol sertifikasi metode uji hplc studi,1,Negatif,Negatif
2025-05-30,11:45:39,@nanigapuki Yang kerjaannya ngasih sertifikasi halal tapi kerjaannya makan duit haram,,kerja ngasih sertifikasi halal kerja makan duit haram,1,Netral,Negatif
2025-05-30,08:46:47,@realmadridindo1 Semua haram karena UCL belum ada sertifikasi Halalnya ,,haram ucl sertifikasi halal,1,Netral,Negatif
2025-05-28,11:54:50,Sudah saatnya ada yang bergerak bikin SERTIFIKASI HARAM. Resto Ayam Nonhalal di Solo Dilaporkan ke Polisi Diduga Tipu Konsumen https://t.co/jrUT2FSUI8 via @YouTube,,gerak bikin sertifikasi haram resto ayam nonhalal solo lapor polisi duga tipu konsumen,1,Negatif,Negatif
2025-05-28,02:14:48,@kucing_jingga @sugaxcha ih iya semalem sempet liat oh ini nih kremesan yg katanya haram soalnya pake minyak babi kalo ayamnya halal endingnya semoga segera dibikin sertifikasi halal biar semua bisa cobain ini enak banget dia tu gapaham masalahnya dimana. Mana isi komennya pada ngebela dia,,iya semalem sempet liat kremesan haram pake minyak babi kalo ayam halal endingnya moga bikin sertifikasi halal biar cobain enak banget gapaham isi komennya ngebela,1,Negatif,Negatif
2025-05-27,18:23:43,@kaiathefirst Konteksnya tuh karena dia ngomong soal dapat sertifikasi halal di saat toko ayamnya aja nipu bilang halal padahal haram. Label nipu customer selama 52 tahun bilang halal padahal haram gak akan serta merta nurunin sentimen publik.,,konteks ngomong sertifikasi halal toko ayam nipu bilang halal haram label nipu customer bilang halal haram merta nurunin sentimen publik,1,Netral,Negatif
2025-05-27,08:20:03,@surasujaya Soalnya yg digandeng bkn mahram jdnya haram Tp skrg neg mengkomersialkan jaminan halal utk usaha rakyat. Ini bs dilihat dr tarif layanan sertifikasi halal oleh BPJPH. Shrsnya yg namanya jaminan ya neg yg menjamin nkn malah bertransaksi dgn rakyat.,,gandeng bkn mahram jdnya haram skrg neg komersial jamin halal usaha rakyat tarif layan sertifikasi halal bpjph shrsnya nama jamin neg jamin nkn transaksi rakyat,1,Netral,Negatif
2025-05-26,10:54:13,@tanyarlfes Pertanyaan gua ini ayam nya memang TIDAK ADA SERTIFIKASI HALAL atau memang HARAM sih?,,gua ayam nya sertifikasi halal haram,1,Netral,Negatif
2025-05-26,03:35:42,@FARHAN2Humanity @yovst1 kok bisa? ya karena: - ayam goreng masa haram - ayam goreng ga perlu lah sertifikasi halal makanya ga ada yang aware. toh kenyataanya karyawannya sendiri yang bilang kan: yang non-halal kremesenya doang. faktanya emang awareness halal itu masih rendah di sini.,,ayam goreng haram ayam goreng sertifikasi halal aware kenyataanya karyawannya bilang nonhalal kremesenya doang fakta emang awareness halal rendah,1,Netral,Negatif
2025-05-26,00:12:29,Ayam bisa jadi haram kalau nyembelihnya ga sesuai syari'at Islam. Makanya skrg lagi gencar sertifikasi halal buat RPH.,,ayam haram nyembelihnya sesuai syariat islam skrg gencar sertifikasi halal rph,1,Netral,Negatif
2025-05-25,17:28:55,Ngerinya kl gini ni negara seluler aja msh ketat perkara halal haram kl beli ayam/daging di kasap(toko khusus) jaminan halal beli ayam potong wajib sertifikasi halal di kemasannya.,,ngeri gin negara seluler msh ketat perkara halal haram beli ayamdaging kasaptoko khusus jamin halal beli ayam potong wajib sertifikasi halal kemas,1,Positif,Negatif
2025-05-25,15:57:13,@Catatan_ali7 Astagfirullah! Menyandang status Legend. Sudah sejak 1973 artinya sudah setengah abad lebih! Ternyata haram . Apa kerjanya Sertifikasi halal? Apa ada sanksi? https://t.co/oqA55Crlcz,,astagfirullah sandang status legend abad haram kerja sertifikasi halal sanksi,1,Netral,Negatif
2025-05-25,11:33:19,keterlaluan. kalo beli ayam goreng asumsinya ya pasti halal. tadi sempet baca yang haram kremesnya aja terus alatnya? minyak buat gorengnya? kebohongannya keliatan sistematis banget kok berani naroh tulisan/logo halal tanpa sertifikasi sih?,,kalo beli ayam goreng asumsi halal sempet baca haram kremesnya alat minyak goreng bohong liat sistematis banget berani naroh tulisanlogo halal sertifikasi,1,Negatif,Negatif
2025-05-25,10:53:41,@arieparikesit Resikonya ke resto yg pemiliknya nonis. Mungkin karena mereka ga ngerti halal haram. Klo ky gini ternyata sertifikasi halal itu penting ya ,,resiko resto milik non ngerti halal haram klo gin sertifikasi halal,1,Netral,Negatif
2025-05-25,09:55:47,Udah berkasus kayak gini juga masih aja ada yang ngoceh kalau sertifikasi lebih baik buat yang haram karena Islam mayoritas di sini. Lah dikata persoalan halal ini cuma sebatas nggak pake babi??,,udah kasus kayak gin ngoceh sertifikasi haram islam mayoritas kata halal batas pake babi,1,Negatif,Negatif
2025-05-25,09:24:51,Lrt omong2 soal halal haram resto s yg org bilang nasrengnya enak itu udh ada sertifikasi halalnya kah? Aku seumur2 makan di situ cm sekali dan kebetulan kurang cocok di lidah terus ditambah cerita guru bimbel yg nanya menu yg halal apa aja ya? terus pelayannya g berani jwb,,lrt omong halal haram resto org bilang nasrengnya enak udh sertifikasi halal umur makan situ cocok lidah tambah cerita guru bimbel nanya menu halal layan berani jwb,1,Netral,Negatif
2025-05-25,08:53:28,@Mdy_Asmara1701 Itulah kenapa di Indonesia lebih cocok sertifikasi haram ketimbang sertifikasi halal. Ancen ulamane pekok pejabate telo rakyate gak gelem mikir. Kombinasi komplit kehancuran,,indonesia cocok sertifikasi haram ketimbang sertifikasi halal ancen ulamane kok pejabate telo rakyate gelem mikir kombinasi komplit hancur,1,Netral,Negatif
2025-05-25,07:51:12,Paling ajaib yg gaslight mending sertifikat haram Mengasumsikan ini logika gk cacat dan clueless soal halam-haram hebat banget kalo bisa meyakinkan modelan Ayam Goreng Widuran secara sukarela daftar sertifikasi haram,,ajaib gaslight mending sertifikat haram asumsi logika cacat clueless halamharam hebat banget kalo model ayam goreng widuran sukarela daftar sertifikasi haram,1,Positif,Negatif
2025-05-25,04:37:42,@rawayanjati_ @Mdy_Asmara1701 Sertifikasi halal itu emang gak perlu kalau para kafir yg jualan barang haram gini jujur.,,sertifikasi halal emang kafir jual barang haram gin jujur,1,Netral,Negatif
2025-05-25,04:10:26,Jangan salahin mereka. Karena kan yg ada cuma sertifikasi halal bukan sertifikasi haram. Artinya yg haram ga wajib ngasih tau. Kalo mau cari yg halal cari aja yg tersertifikasi halal,,salahin sertifikasi halal sertifikasi haram haram wajib ngasih tau kalo cari halal cari sertifikasi halal,1,Netral,Negatif
2025-05-25,03:18:54,kalo haram yah taroh aja gede gede depan pintu rumah makan HARAM selesai akar masalah disini mereka menipu konsumen dgn ngaku produknya halal hal kek gini bikin sertifikasi halal malah tambah diperlukan supaya tidak ada lagi penipuan konsumen,,kalo haram yah taroh gede gede pintu rumah makan haram selesai akar tipu konsumen ngaku produk halal kek gin bikin sertifikasi halal tipu konsumen,1,Negatif,Negatif
2025-05-25,02:53:39,Dari kasus ini saya semakin yakin dengan pendapat bahwa pencantuman sertifikasi haram/non halal jauh lebih penting daripada sertifikasi halal yg dikampanyekan oleh banyak pihak termasuk MUI selama ini,,dapat cantum sertifikasi haramnon halal sertifikasi halal kampanye mui,1,Netral,Negatif
2025-05-25,01:39:04,Dulu jual dimsum pembeli nanya. Tanyanya gampang jawabnya susah. Halal? Saya bukan pakar halal. Jawab saya Ga sertifikasi halal. Bahan utama kaya ayam &amp; bumbu dari pasaran ga pake bahan yg diketahui haram macam babi atau miras. Panci piring dll ga bersinggungan dg yg haram ,,jual dimsum beli nanya gampang susah halal pakar halal sertifikasi halal bahan utama kaya ayam bumbu pasar pake bahan haram babi miras panci piring singgung haram,1,Negatif,Negatif
2025-05-25,00:44:57,@halalcorner muslim mana yang bakal mengira hidangan ayam itu haram jelas salah pedagangnya sudah ada aturan bagaimana soal sertifikasi halal dan non halal harus dipraktikan tapi gaada keterbukaan dari pedagang bukan salah pembeli yang tidak aware tentang hal ini,,muslim hidang ayam haram salah dagang atur sertifikasi halal non halal praktik gaada buka dagang salah beli aware,1,Negatif,Negatif
2025-05-25,00:02:43,@Catatan_ali7 Emang sebenernya yang dibutuhkan di Indonesia adalah sertifikasi haram.,,emang sebenernya butuh indonesia sertifikasi haram,1,Negatif,Negatif
2025-05-24,23:59:02,@arieparikesit Padahal banyak yang bilang di Indonesia yang diperlukan bukan sertifikasi halal tapi sertifikasi haram.,,bilang indonesia sertifikasi halal sertifikasi haram,1,Netral,Negatif
2025-05-24,22:31:14,@BernadusAdam Di negeri ini lebih mudah sebenernya buat sertifikasi 'HARAM'. Lebih sedikit.,,negeri mudah sebenernya sertifikasi haram,1,Negatif,Negatif
2025-05-19,11:32:57,Berarti yg mendesak itu sertifikasi makanan Haram.,,desak sertifikasi makan haram,1,Negatif,Negatif
2025-05-15,23:14:32,@ddtnrw @realmadridindo1 Yang punya Madrid semuanya haram kl Barca halal semua.. Udah sertifikasi halal MUI eropa bagian olahraga,,madrid haram barca halal udah sertifikasi halal mui eropa olahraga,1,Netral,Negatif
2025-05-11,09:34:42,@GeiszChalifah Lu Gez menihilkan tanggung jawab negara atas jaminan kehalalan pangan di pasar. Udah benar sertifikat halal itu bukan sertifikasi haram.,,gez nihil tanggung negara jamin halal pangan pasar udah sertifikat halal sertifikasi haram,1,Positif,Negatif
2025-05-05,07:01:36,Takut Melihat Bayangan Sendiri ? Di Negara Indonesia di kenal dengan Logo Sertifikasi Halal tapi sebagian besar Masyarakatnya hobi konsumsi barang haram terutama para pejabat koruptor sumpah pun lewat. Semua itu di lakukan agar tidak kehilangan gaya hidup https://t.co/DapFr1TFHb,,takut bayang negara indonesia kenal logo sertifikasi halal masyarakat hobi konsumsi barang haram jabat koruptor sumpah laku hilang gaya hidup,1,Netral,Negatif
2025-04-27,02:45:46,@kegblgnunfaedh Kemenag sama MUI sudah saatnya mengeluarkan fatwa haram untuk ceramah mesum dan amoral seperti ini ulama itu wajah agama harus ada sertifikasi ulama supaya tidak ada lagi ulama warisan ,,kemenag mui keluar fatwa haram ceramah mesum amoral ulama wajah agama sertifikasi ulama ulama waris,0,Negatif,Netral
2025-04-24,15:08:59,@silarakhito Jgn posting2 ntar dilihat babe Haikal langsun segala olahan B2 harus memiliki sertifikasi haram. https://t.co/xP4p7WplZI,,jgn posting ntar babe haikal langsun olah milik sertifikasi haram,1,Negatif,Negatif
2025-04-23,13:04:46,@detikcom Sertifikasi halal saja dah gak masuk akal..yg haram ame yg halal banyakan yg halal..jadi harusnya sertifikasi haram..,,sertifikasi halal dah masuk akalyg haram ame halal banyak halaljadi sertifikasi haram,1,Netral,Negatif
2025-04-23,05:40:53,@bleephan @1 ^___^ ini bukan haram ya ini NO PORK NO LARD! sertifikasi BPOM nya nyusul!,,haram pork lard sertifikasi bpom nya nyusul,1,Negatif,Negatif
2025-04-22,09:52:03,@taosophie Ga halalnya tu: Ga ada sertifikasi halal? Atau haram?,,halal sertifikasi halal haram,1,Netral,Negatif
2025-04-22,09:50:07,@republikaonline harusnya tuh sertifikasi haram bukan halal jadi jelas bila muslim ketemu barang haram ya ga dibeli di luar itu berarti halal... berani?,,sertifikasi haram halal muslim ketemu barang haram beli halal berani,1,Netral,Negatif
2025-04-22,08:26:53,@pondra74 @lampyriz @republikaonline Halal itu susah yg haram itu gampang. Ga perlu sertifikasi Babi lard mengandung alkohol haram Ayam sapi halal? Belum tentu,,halal susah haram gampang sertifikasi babi lard kandung alkohol haram ayam sapi halal,1,Negatif,Negatif
2025-04-22,07:59:36,Dalam forum global IFANCA® 2025 di Amerika Serikat LPPOM tegaskan peran vital laboratorium dalam pengujian halal dari bahan haram hingga standar internasional https://t.co/QssCiJ2uF1 . #lph #lppom #laboratory #SertifikasiHalal #HalalLab #HalalScience,,forum global ifanca amerika serikat lppom tegas peran vital laboratorium uji halal bahan haram standar internasional,1,Netral,Negatif
2025-04-22,05:29:49,@pondra74 @republikaonline mungkin bisa dibaca dari artikel ini : https://t.co/4RGWeGg5iz,,baca artikel,1,Netral,Negatif
2025-04-22,01:45:09,@detikcom terbitkan sertifikasi haram untuk koruptor berani ga Haikal?,,terbit sertifikasi haram koruptor berani haikal,1,Negatif,Negatif
